id,duration,show_name,show_description,genres,episode_name,episode_description,explicit,category
149,104.5,The Bill Simmons Podcast,"HBO and The Ringer's Bill Simmons hosts the most downloaded sports podcast of all time, with a rotating crew of celebrities, athletes, and media staples, as well as mainstays like Cousin Sal, Joe House, and a slew of other friends and family members who always happen to be suspiciously available.","NBA, Sports, Professional","Cade's Ceiling, LeBron Injury Ripples, Trade Talk, and Poku Corner With Ryen Russillo","The Ringer's Bill Simmons is joined by Ryen Russillo to discuss top NBA draft prospect Cade Cunningham after Oklahoma State's loss to Oregon State in the NCAA tournament (2:30), LeBron James's ankle sprain and his unprecedented durability over the years (26:00), updated NBA MVP odds (47:45), the upcoming NBA trade deadline (1:19:00), and more.",yes,Sports
150,111,The Bill Simmons Podcast,"HBO and The Ringer's Bill Simmons hosts the most downloaded sports podcast of all time, with a rotating crew of celebrities, athletes, and media staples, as well as mainstays like Cousin Sal, Joe House, and a slew of other friends and family members who always happen to be suspiciously available.","NBA, Sports, Professional","Best Dak Takes, Sports Media Trends, and 'The Bachelor' Controversy With Bryan Curtis and Rachel Lindsay","The Ringer's Bill Simmons is joined by Bryan Curtis to discuss the media coverage of Dak Prescott and the Cowboys in the past couple years, the upcoming massive NFL television rights deal, Meghan Markle and Prince Harry's interview with Oprah Winfrey, reexamining sports studio shows after the pandemic, gambling's relationship with sports media, and more (2:40). Then Bill talks with Rachel Lindsay about Season 25 of 'The Bachelor'; reality TV editing; recent missteps from 'The Bachelor' franchise; Rachel's podcast with Van Lathan, 'Higher Learning'; and more (57:00).",yes,Sports
151,27,On Purpose with Jay Shetty,"My name is Jay Shetty, and my purpose is to make wisdom go viral. Im fortunate to have fascinating conversations with the most insightful people in the world, and on my podcast, Im sharing those conversation with you. New episodes Mondays and Fridays. Listen anywhere you get your podcasts, and please rate and review the podcast if you enjoy it. Live life today ON PURPOSE. ","Self-Help, Health & Fitness, Fitness, Business",6 Steps to Overcome the Perfectionist Mindset and Focus On the Process,"Are you a perfectionist? It is totally fine if you answered yes! On this episode of On Purpose, Jay Shetty tells stories about how he overcame the perfectionist mindset and provides six simple steps for you to do it too.",no,Health
152,20,On Purpose with Jay Shetty,"My name is Jay Shetty, and my purpose is to make wisdom go viral. Im fortunate to have fascinating conversations with the most insightful people in the world, and on my podcast, Im sharing those conversation with you. New episodes Mondays and Fridays. Listen anywhere you get your podcasts, and please rate and review the podcast if you enjoy it. Live life today ON PURPOSE. ","Self-Help, Health & Fitness, Fitness, Business",Arianna Huffington ON: How Setting Small Micro Habits Can Help Combat Burnout and Exhaustion,"During times like these, we need to access the best in us. When we are exhausted and running on empty, we are the worst version of ourselves. But Arianna Huffington is on a mission to push back against Burnout Culture and to set a new metric for success: thriving. On this episode of On Purpose with Jay Shetty, Jay speaks with Arianna Huffington about steps we can take in our personal and professional lives to thrive even in the thick of challenges.",no,Health
153,52,On Purpose with Jay Shetty,"My name is Jay Shetty, and my purpose is to make wisdom go viral. Im fortunate to have fascinating conversations with the most insightful people in the world, and on my podcast, Im sharing those conversation with you. New episodes Mondays and Fridays. Listen anywhere you get your podcasts, and please rate and review the podcast if you enjoy it. Live life today ON PURPOSE. ","Self-Help, Health & Fitness, Fitness, Business",4 Biggest Arguments Couples Have and 3 Things To Do About It,Money. Kids. Parents. Housework. These are the pieces of everyday life that we either work with or against and sometimes it’s difficult to remember that our partner is on our team. It’s often said that practice makes perfect. But who knew that we should also be practicing how we argue with our partner?,no,Health
154,25,On Purpose with Jay Shetty,"My name is Jay Shetty, and my purpose is to make wisdom go viral. Im fortunate to have fascinating conversations with the most insightful people in the world, and on my podcast, Im sharing those conversation with you. New episodes Mondays and Fridays. Listen anywhere you get your podcasts, and please rate and review the podcast if you enjoy it. Live life today ON PURPOSE. ","Self-Help, Health & Fitness, Fitness, Business",Jennifer Lopez ON: Defining Your True Purpose and How to Create a Career That is True to Who You Are,"Welcome to the first episode of Coach Conversations, a monthly YouTube and Podcast series where we get to talk about the things that truly impact our minds, hearts and lives. This month’s topic: finding your purpose, leading with gratitude and as the new Coach campaign, Coach It Forward, encourages —telling the people in your life how they have moved your world forward. Today, Jay Shetty speaks with Jennifer Lopez about how she defined her true purpose to create her legendary career -- and how you can do the same!",no,Health
155,78.5,On Purpose with Jay Shetty,"My name is Jay Shetty, and my purpose is to make wisdom go viral. Im fortunate to have fascinating conversations with the most insightful people in the world, and on my podcast, Im sharing those conversation with you. New episodes Mondays and Fridays. Listen anywhere you get your podcasts, and please rate and review the podcast if you enjoy it. Live life today ON PURPOSE. ","Self-Help, Health & Fitness, Fitness, Business","Danica Patrick ON: How To Build Happiness Habits & Healthy Rituals By Listening To Your Body, Mind, and Heart","Life moves fast, especially when you’re used to speeds of over 200 mph! But mellow living in the slow lane requires intention. But who has the time? On this episode of On Purpose with Jay Shetty, Jay speaks with Dancia Patrick about the strategies she’s used to slow down to build an intentional life and the habits she’s implemented in her post-racing chapter.",no,Health
156,24,On Purpose with Jay Shetty,"My name is Jay Shetty, and my purpose is to make wisdom go viral. Im fortunate to have fascinating conversations with the most insightful people in the world, and on my podcast, Im sharing those conversation with you. New episodes Mondays and Fridays. Listen anywhere you get your podcasts, and please rate and review the podcast if you enjoy it. Live life today ON PURPOSE. ","Self-Help, Health & Fitness, Fitness, Business","4 Reasons We Crave External Validation and 3 Ways to Feel Truly Seen, Heard, and Understood","Every person on the planet wants to be understood. But sometimes what we do to feel understood leaves us feeling even more lonely. On this episode of On Purpose with Jay Shetty, Jay Shetty explains the difference between seeking validation and wanting to be seen.",no,Health
157,55.5,Maintenance Phase,"Debunking the junk science behind health fads, wellness scams and nonsensical nutrition advice.","Science, History, Education, Health & Fitness",Eating Disorders,"Fat people have them too! This week, special guest Erin Harrop tells us about one of America's most under-diagnosed and misunderstood problems. Along the way we talk about elbow bumps, Twitter etiquette and '90s sweatpants. Our content warnings are becoming increasingly threatening.",no,Health
158,50.5,Maintenance Phase,"Debunking the junk science behind health fads, wellness scams and nonsensical nutrition advice.","Science, History, Education, Health & Fitness",Weight Watchers,"Get your flex point calculators and food scales! This week, Mike and Aubrey are talking about one of America's most iconic diet programs: Weight Watchers. Along the way, we encounter The Rock, the mating habits of straight people and a new James Bond villain.",no,Health
159,47.5,Maintenance Phase,"Debunking the junk science behind health fads, wellness scams and nonsensical nutrition advice.","Science, History, Education, Health & Fitness",The Master Cleanse,"Are your moods too stable? Is your face free of cold sores? Get your lemon juice, maple syrup and cayenne pepper ready, because this week we're talking about celebrity favorite THE MASTER CLEANSE! Along the way we roast New Atheism, praise Gwyneth Paltrow (!) and endorse garbanzo bean salads. Mike wishes to clarify that he adores Kate Bush and quips with the utmost affection.",no,Health
160,56,Maintenance Phase,"Debunking the junk science behind health fads, wellness scams and nonsensical nutrition advice.","Science, History, Education, Health & Fitness",Dr. Oz,"This week we're dissecting ""America's Doctor."" How did a smart, hardworking surgeon become one of TV's leading purveyors of junk science?  Along the way we debunk green coffee bean extract, raspberry ketones, conversion therapy (!) and a salad dressing skincare regimen.",no,Health
161,49.5,Maintenance Phase,"Debunking the junk science behind health fads, wellness scams and nonsensical nutrition advice.","Science, History, Education, Health & Fitness",The Twinkie Defense,"The Twinkie Defense has become a shorthand for disingenuous legal defense strategies. But was it disingenuous? (Yes, but not in the way you think!)",no,Health
162,58,Maintenance Phase,"Debunking the junk science behind health fads, wellness scams and nonsensical nutrition advice.","Science, History, Education, Health & Fitness",Moon Juice,"What's that Gwyneth Paltrow's drinking? It's MOON JUICE! This week, we're talking adaptogens, brain dust, hot sex milk and the wellness company that's taken L.A. by storm. Be sure to take your quinton shots before you listen to this one.",no,Health
163,58,Ten Percent Happier with Dan Harris,"Dan Harris is a fidgety, skeptical journalist who had a panic attack&nbsp;on live national television, which led him to try something he otherwise never would have considered: meditation. He went on to write the bestselling book,&nbsp;<em>10% Happier</em>. On this show, Dan talks with eminent meditation teachers, top scientists, and even the odd celebrity. Guests include everyone from His Holiness the Dalai Lama to BrenÃ© Brown to Karamo from&nbsp;<em>Queer Eye</em>. On some episodes, Dan ventures into the deep end of the pool, covering subjects such as enlightenment and psychedelics. On other episodes, its science-based techniques for issues such as anxiety, productivity, and relationships. Dan's approach is seemingly modest, but secretly radical: happiness is a skill you can train, just like working your bicep in the gym. Your progress may be incremental at first, but like any good investment, it compounds over time. 
    ","Health & Fitness, Mental Health, Self-Help, Spirituality",Three Mindfulness Strategies from Joseph Goldstein,"To inject a little sunshine, perspective, and wisdom, we thought it might make sense to repost one of our favorite conversations of the last year. This is a straight up meat-and-potatoes meditation talk from the one and only Joseph Goldstein. In this chat, we explore three profoundly useful meditation strategies: mindfulness of thinking, awareness of rushing (a deeply ingrained habit for many of us), and the genuine insight that can emerge from everyday activities. For the uninitiated, Joseph is one of the founding teachers on the Ten Percent Happier app. He's a co-founder of the Insight Meditation Society, and is the author of several books, including the recently reissued The Experience of Insight: A Simple and Direct Guide to Buddhist Meditation.",no,Health
164,75,Ten Percent Happier with Dan Harris,"Dan Harris is a fidgety, skeptical journalist who had a panic attack&nbsp;on live national television, which led him to try something he otherwise never would have considered: meditation. He went on to write the bestselling book,&nbsp;<em>10% Happier</em>. On this show, Dan talks with eminent meditation teachers, top scientists, and even the odd celebrity. Guests include everyone from His Holiness the Dalai Lama to BrenÃ© Brown to Karamo from&nbsp;<em>Queer Eye</em>. On some episodes, Dan ventures into the deep end of the pool, covering subjects such as enlightenment and psychedelics. On other episodes, its science-based techniques for issues such as anxiety, productivity, and relationships. Dan's approach is seemingly modest, but secretly radical: happiness is a skill you can train, just like working your bicep in the gym. Your progress may be incremental at first, but like any good investment, it compounds over time. 
    ","Health & Fitness, Mental Health, Self-Help, Spirituality",How Your Emotions Are Made | Lisa Feldman Barrett,"Today’s guest is at the forefront of understanding human emotions: what they are, why humans evolved to have them, how they’re different from feelings, and what science says about how to manage them (rather than get yanked around by them all the time). Dr. Lisa Feldman-Barrett is a University Distinguished Professor of Psychology at Northeastern University, with appointments at Harvard Medical School and Massachusetts General Hospital. She’s written several books, including How Emotions are Made: The Secret Life of the Brain and Seven and a Half Lessons about the Brain. In this conversation, we talk about how we can “deconstruct” our own emotions, and the overlap between her research findings and Buddhism.",no,Health
165,67,Ten Percent Happier with Dan Harris,"Dan Harris is a fidgety, skeptical journalist who had a panic attack&nbsp;on live national television, which led him to try something he otherwise never would have considered: meditation. He went on to write the bestselling book,&nbsp;<em>10% Happier</em>. On this show, Dan talks with eminent meditation teachers, top scientists, and even the odd celebrity. Guests include everyone from His Holiness the Dalai Lama to BrenÃ© Brown to Karamo from&nbsp;<em>Queer Eye</em>. On some episodes, Dan ventures into the deep end of the pool, covering subjects such as enlightenment and psychedelics. On other episodes, its science-based techniques for issues such as anxiety, productivity, and relationships. Dan's approach is seemingly modest, but secretly radical: happiness is a skill you can train, just like working your bicep in the gym. Your progress may be incremental at first, but like any good investment, it compounds over time. 
    ","Health & Fitness, Mental Health, Self-Help, Spirituality",A Pressure Cooker for Insight | Bart van Melik,"The great meditation teacher Ram Dass once said, “If you think you’re enlightened, go spend a week with your family.” My guest today comes with tools to help you keep your cool when interacting with family -- or anyone else. We’re going to talk about a kind of meditation practice known as “relational dharma,” or “insight dialogue.” It’s a way of taking meditation off the cushion and into the crucible of conversation. My guest is Bart van Melik, who teaches veterans and children in juvenile detention centers. He’s co-author of a book called Still, in the City: Creating Peace of Mind in the Midst of Urban Chaos. He graduated from the Spirit Rock/IMS Teacher Training and Community Dharma Leader Program. He’s based in New York City, but he’s currently in his country of birth, The Netherlands. In this conversation, you will hear lots of tips about how to actually practice relational meditation and insight dialogue, which Bart calls a “pressure cooker for insight.”",no,Health
166,58.5,Ten Percent Happier with Dan Harris,"Dan Harris is a fidgety, skeptical journalist who had a panic attack&nbsp;on live national television, which led him to try something he otherwise never would have considered: meditation. He went on to write the bestselling book,&nbsp;<em>10% Happier</em>. On this show, Dan talks with eminent meditation teachers, top scientists, and even the odd celebrity. Guests include everyone from His Holiness the Dalai Lama to BrenÃ© Brown to Karamo from&nbsp;<em>Queer Eye</em>. On some episodes, Dan ventures into the deep end of the pool, covering subjects such as enlightenment and psychedelics. On other episodes, its science-based techniques for issues such as anxiety, productivity, and relationships. Dan's approach is seemingly modest, but secretly radical: happiness is a skill you can train, just like working your bicep in the gym. Your progress may be incremental at first, but like any good investment, it compounds over time. 
    ","Health & Fitness, Mental Health, Self-Help, Spirituality",Three Lessons from Happiness Research | Emma Seppälä,"People in the mindfulness meditation world often note that what we’re teaching is not a breathing exercise; the goal is to just feel the breath as it naturally occurs (if you’ve chosen the breath as the thing you want to focus on). However -- and this is something we haven’t spent much time exploring on the show -- there is a ton of evidence to suggest that actual breathing exercises can also have powerful benefits, physiologically and psychologically. That’s one of the things we’re going to talk about today with Emma Seppälä, who is a Lecturer at the Yale School of Management and Faculty Director of the Yale School of Management’s Women’s Leadership Program. She is also the Science Director of Stanford University’s Center for Compassion and Altruism Research and Education, and the author of a book called The Happiness Track: How to Apply the Science of Happiness to Accelerate Your Success. As the title of today’s episode suggests, we’re going to talk about three big takeaways from happiness research. One has to do with breathing exercises. The second has to do with the power of nature to impact your mind. And the third has to do with social connection, something many of us are badly missing in this pandemic.",no,Health
167,63,Ten Percent Happier with Dan Harris,"Dan Harris is a fidgety, skeptical journalist who had a panic attack&nbsp;on live national television, which led him to try something he otherwise never would have considered: meditation. He went on to write the bestselling book,&nbsp;<em>10% Happier</em>. On this show, Dan talks with eminent meditation teachers, top scientists, and even the odd celebrity. Guests include everyone from His Holiness the Dalai Lama to BrenÃ© Brown to Karamo from&nbsp;<em>Queer Eye</em>. On some episodes, Dan ventures into the deep end of the pool, covering subjects such as enlightenment and psychedelics. On other episodes, its science-based techniques for issues such as anxiety, productivity, and relationships. Dan's approach is seemingly modest, but secretly radical: happiness is a skill you can train, just like working your bicep in the gym. Your progress may be incremental at first, but like any good investment, it compounds over time. 
    ","Health & Fitness, Mental Health, Self-Help, Spirituality",The Self-Interested Case for Examining Your Biases | John Biewen,"Too often, the process of looking at your biases can be presented like eating your vegetables. But one of the most fascinating and rewarding things I have attempted to do in recent years is to take a good, hard look at my own prejudices and conditioning, especially as a white man. I still screw up all the time. However, one thing that I think is often underplayed is that doing this work can be deeply enjoyable–and can also pay profound dividends. One of my most important role models here has been John Biewen, host of a podcast called Scene on Radio. The show has had four seasons, but the seasons that have most impacted me are Seasons 2 and 3. Season 2 is called “Seeing White,” in which he explores white people and whiteness. Season 3 is called “Men,” in which he looks at sexism. I was not surprised to learn that John is a meditator, a practice which, he explains, has helped him as he’s done his work.",no,Health
168,69.5,Ten Percent Happier with Dan Harris,"Dan Harris is a fidgety, skeptical journalist who had a panic attack&nbsp;on live national television, which led him to try something he otherwise never would have considered: meditation. He went on to write the bestselling book,&nbsp;<em>10% Happier</em>. On this show, Dan talks with eminent meditation teachers, top scientists, and even the odd celebrity. Guests include everyone from His Holiness the Dalai Lama to BrenÃ© Brown to Karamo from&nbsp;<em>Queer Eye</em>. On some episodes, Dan ventures into the deep end of the pool, covering subjects such as enlightenment and psychedelics. On other episodes, its science-based techniques for issues such as anxiety, productivity, and relationships. Dan's approach is seemingly modest, but secretly radical: happiness is a skill you can train, just like working your bicep in the gym. Your progress may be incremental at first, but like any good investment, it compounds over time. 
    ","Health & Fitness, Mental Health, Self-Help, Spirituality",The Profound Upside of Self-Diminishment | George Saunders,"There is a powerful scene in a novel called Lincoln In the Bardo, where President Abraham Lincoln has come to the cemetery where his young son, Willie, is soon to be buried. Willie had passed away at the White House where he had gotten sick. Lincoln is so distraught that he goes to the graveyard to get one last glimpse at his boy’s dead body. As the President is leaving, and in the grips of perhaps the worst psychic pain available to any human, he has an insight. His suffering, he realizes, comes from viewing his son as solid, when, in fact, they are both just “energy bursts” or “two passing temporarinesses.” There is a reason this insight will be familiar to anyone with a passing familiarity with Buddhism, and that is because the author, George Saunders, is a practicing Buddhist. Lincoln in the Bardo won the 2017 Man Booker Prize for best work of fiction in English. Saunders has written ten other books, including the newly released A Swim in a Pond in the Rain, which is about how to become a better reader and that can tell us about how to live. This was an enormously valuable conversation for me, both as a meditator and as an author (because he has many, deeply useful thoughts about the craft). We talk about many things here, including: the “unified theory of brain,” how writing resembles meditation, his speculations about the afterlife, and a speech he gave on kindness that went viral.",no,Health
169,19,The Mindset Mentor,"The Mindset Mentor&trade; podcast is designed for anyone desiring motivation, direction, and focus in life. Host Rob Dial has amassed a passionate following of over 3 million social media followers, including business professionals, entrepreneurs, and small business owners with his expertise and passion for helping motivate people to become the best version of themselves.
In this podcast, Rob blends neurology, neurobiology, psychology, early childhood development, cognitive behavioral therapy so that you can understand the way your brain and body work together, because when you understand yourself, it makes it much easier to make a plan to change and succeed. When you master your mindset, you master your life.
Over the past 15 years, he has studied with some of the greatest thought leaders of our time like Tony Robbins, Ram Dass, Dr. Joe Dispenza, Jay Shetty, Andrew Huberman and many more.
If you're ready to take your life to the next level, are searching for more purpose or you just need extra inspiration or motivation, tune in to The Mindset Mentor Podcast.
Follow Rob on Instagram @RobDialJr <a href=""https://www.instagram.com/robdialjr/"">https://www.instagram.com/robdialjr/</a>","Health & Fitness, Self-Help, Business, Careers, Education, Higher Education",The 4 Steps to Find Yourself,"In this episode, I will teach you the 4 step process for finding yourself so that you can live a life that is truly authentic to you.",no,Health
170,23,The Mindset Mentor,"The Mindset Mentor&trade; podcast is designed for anyone desiring motivation, direction, and focus in life. Host Rob Dial has amassed a passionate following of over 3 million social media followers, including business professionals, entrepreneurs, and small business owners with his expertise and passion for helping motivate people to become the best version of themselves.
In this podcast, Rob blends neurology, neurobiology, psychology, early childhood development, cognitive behavioral therapy so that you can understand the way your brain and body work together, because when you understand yourself, it makes it much easier to make a plan to change and succeed. When you master your mindset, you master your life.
Over the past 15 years, he has studied with some of the greatest thought leaders of our time like Tony Robbins, Ram Dass, Dr. Joe Dispenza, Jay Shetty, Andrew Huberman and many more.
If you're ready to take your life to the next level, are searching for more purpose or you just need extra inspiration or motivation, tune in to The Mindset Mentor Podcast.
Follow Rob on Instagram @RobDialJr <a href=""https://www.instagram.com/robdialjr/"">https://www.instagram.com/robdialjr/</a>","Health & Fitness, Self-Help, Business, Careers, Education, Higher Education",How to Manifest The Life You Want,"My mom has always joked with me that I get everything I want. I feel it's because the opposite of what I want doesn't exist in my reality. In this episode, I am going to teach you about that mindset and how it will help you manifest what you want in your life.",no,Health
171,19.5,The Mindset Mentor,"The Mindset Mentor&trade; podcast is designed for anyone desiring motivation, direction, and focus in life. Host Rob Dial has amassed a passionate following of over 3 million social media followers, including business professionals, entrepreneurs, and small business owners with his expertise and passion for helping motivate people to become the best version of themselves.
In this podcast, Rob blends neurology, neurobiology, psychology, early childhood development, cognitive behavioral therapy so that you can understand the way your brain and body work together, because when you understand yourself, it makes it much easier to make a plan to change and succeed. When you master your mindset, you master your life.
Over the past 15 years, he has studied with some of the greatest thought leaders of our time like Tony Robbins, Ram Dass, Dr. Joe Dispenza, Jay Shetty, Andrew Huberman and many more.
If you're ready to take your life to the next level, are searching for more purpose or you just need extra inspiration or motivation, tune in to The Mindset Mentor Podcast.
Follow Rob on Instagram @RobDialJr <a href=""https://www.instagram.com/robdialjr/"">https://www.instagram.com/robdialjr/</a>","Health & Fitness, Self-Help, Business, Careers, Education, Higher Education",Where is Your Life Going?,What direction is your life going? Today I am going to talk to you about why the direction you're headed in life is so much more important than the speed you are traveling at.,no,Health
172,65.5,The Mindset Mentor,"The Mindset Mentor&trade; podcast is designed for anyone desiring motivation, direction, and focus in life. Host Rob Dial has amassed a passionate following of over 3 million social media followers, including business professionals, entrepreneurs, and small business owners with his expertise and passion for helping motivate people to become the best version of themselves.
In this podcast, Rob blends neurology, neurobiology, psychology, early childhood development, cognitive behavioral therapy so that you can understand the way your brain and body work together, because when you understand yourself, it makes it much easier to make a plan to change and succeed. When you master your mindset, you master your life.
Over the past 15 years, he has studied with some of the greatest thought leaders of our time like Tony Robbins, Ram Dass, Dr. Joe Dispenza, Jay Shetty, Andrew Huberman and many more.
If you're ready to take your life to the next level, are searching for more purpose or you just need extra inspiration or motivation, tune in to The Mindset Mentor Podcast.
Follow Rob on Instagram @RobDialJr <a href=""https://www.instagram.com/robdialjr/"">https://www.instagram.com/robdialjr/</a>","Health & Fitness, Self-Help, Business, Careers, Education, Higher Education",How to Build the Business of Your Dreams,"In this episode, I am interviewed by my friend Justin Donald on how I have built my business around the lifestyle that I have always wanted. If you are a business owner or want to start a business, this is an important episode for you!",no,Health
173,19.5,The Mindset Mentor,"The Mindset Mentor&trade; podcast is designed for anyone desiring motivation, direction, and focus in life. Host Rob Dial has amassed a passionate following of over 3 million social media followers, including business professionals, entrepreneurs, and small business owners with his expertise and passion for helping motivate people to become the best version of themselves.
In this podcast, Rob blends neurology, neurobiology, psychology, early childhood development, cognitive behavioral therapy so that you can understand the way your brain and body work together, because when you understand yourself, it makes it much easier to make a plan to change and succeed. When you master your mindset, you master your life.
Over the past 15 years, he has studied with some of the greatest thought leaders of our time like Tony Robbins, Ram Dass, Dr. Joe Dispenza, Jay Shetty, Andrew Huberman and many more.
If you're ready to take your life to the next level, are searching for more purpose or you just need extra inspiration or motivation, tune in to The Mindset Mentor Podcast.
Follow Rob on Instagram @RobDialJr <a href=""https://www.instagram.com/robdialjr/"">https://www.instagram.com/robdialjr/</a>","Health & Fitness, Self-Help, Business, Careers, Education, Higher Education",How to Cope With Death,"Many people struggle with death - either the thought of their own death or the death of a loved one. In this episode, I want to share a different perspective with you on death and how you can learn to respect it and see it for its beauty, rather than be afraid of it.",no,Health
174,18,The Mindset Mentor,"The Mindset Mentor&trade; podcast is designed for anyone desiring motivation, direction, and focus in life. Host Rob Dial has amassed a passionate following of over 3 million social media followers, including business professionals, entrepreneurs, and small business owners with his expertise and passion for helping motivate people to become the best version of themselves.
In this podcast, Rob blends neurology, neurobiology, psychology, early childhood development, cognitive behavioral therapy so that you can understand the way your brain and body work together, because when you understand yourself, it makes it much easier to make a plan to change and succeed. When you master your mindset, you master your life.
Over the past 15 years, he has studied with some of the greatest thought leaders of our time like Tony Robbins, Ram Dass, Dr. Joe Dispenza, Jay Shetty, Andrew Huberman and many more.
If you're ready to take your life to the next level, are searching for more purpose or you just need extra inspiration or motivation, tune in to The Mindset Mentor Podcast.
Follow Rob on Instagram @RobDialJr <a href=""https://www.instagram.com/robdialjr/"">https://www.instagram.com/robdialjr/</a>","Health & Fitness, Self-Help, Business, Careers, Education, Higher Education",How to Stop Being Triggered By Other People,"Triggers are teachers, they show us where we are still hung up and where we need to work on ourselves. In this episode, I am going to teach you how to extract the lesson from everything that triggers you in your life!",no,Health
175,17,The Darin Olien Show,"Im Darin Olien, the superfood hunter. On this podcast, youll hear honest conversations with extraordinary people that inspire me. I hope that through their knowledge and unique perspectives, theyll inspire you, too. Although our ideas and approaches to life may differ, our ultimate goal is the same. We want to save the planet. So lets try, one conversation at a time. Each week I release a second episode where I dive into one of societys Fatal Conveniences. I define Fatal Conveniences as the things that youre doing or the products youre buying to make life easier. But those very things may actually be harming you, or the Earth. But dont worry, in each episode I give you easy ways to tweak your habits so that you can live a healthier, cleaner life, all while protecting our planet. So if you want to live a kickass life and leave the world a better place, this is the podcast for you.","Society & Culture, Mental Health, Education, Health & Fitness, Self-Improvement, Personal Journals",Fatal Conveniences™: Blue Jeans: Microplastics in Your Favorite Pants,"Everyone has a favorite pair of blue jeans. Denim jeans are the world’s favorite pants. But did you know that every pair of jeans is full of microplastics? In this segment, I explain the history of denim jeans and why they’re so popular, especially here in America. I also break down some studies on microplastics and what they’re doing to marine life. Look, I know you love your jeans. But there are better options that don’t come with the detriment of our environment.",yes,Health
176,59.5,The Darin Olien Show,"Im Darin Olien, the superfood hunter. On this podcast, youll hear honest conversations with extraordinary people that inspire me. I hope that through their knowledge and unique perspectives, theyll inspire you, too. Although our ideas and approaches to life may differ, our ultimate goal is the same. We want to save the planet. So lets try, one conversation at a time. Each week I release a second episode where I dive into one of societys Fatal Conveniences. I define Fatal Conveniences as the things that youre doing or the products youre buying to make life easier. But those very things may actually be harming you, or the Earth. But dont worry, in each episode I give you easy ways to tweak your habits so that you can live a healthier, cleaner life, all while protecting our planet. So if you want to live a kickass life and leave the world a better place, this is the podcast for you.","Society & Culture, Mental Health, Education, Health & Fitness, Self-Improvement, Personal Journals",Clint Ober on The Science Behind Grounding,"Have you ever wondered why walking around barefoot in the grass feels so darn good? Well, there’s a lot more behind that feeling than you may realize. It’s fascinating to learn how the electricity of the earth affects the electricity in the human body. Clint Ober has spent most of his life experimenting with the effects of grounding. This episode is an exploration of the science behind it and how Earthing products can help maintain your body’s electrical balance.",yes,Health
177,60,The Darin Olien Show,"Im Darin Olien, the superfood hunter. On this podcast, youll hear honest conversations with extraordinary people that inspire me. I hope that through their knowledge and unique perspectives, theyll inspire you, too. Although our ideas and approaches to life may differ, our ultimate goal is the same. We want to save the planet. So lets try, one conversation at a time. Each week I release a second episode where I dive into one of societys Fatal Conveniences. I define Fatal Conveniences as the things that youre doing or the products youre buying to make life easier. But those very things may actually be harming you, or the Earth. But dont worry, in each episode I give you easy ways to tweak your habits so that you can live a healthier, cleaner life, all while protecting our planet. So if you want to live a kickass life and leave the world a better place, this is the podcast for you.","Society & Culture, Mental Health, Education, Health & Fitness, Self-Improvement, Personal Journals",Robby Barbaro & Cyrus Khambatta on The Truth About Insulin Resistance,"What if the collective narrative on diabetes and insulin resistance is wrong? Cyrus Khambatta, Ph.D., and Robby Barbaro, MPH, are the cofounders of Mastering Diabetes. This coaching program teaches people how to reverse insulin resistance with low-fat, plant-based, whole-food nutrition. These guys also wrote a New York Times Bestseller of the same name. They are changing the way we look at glucose, insulin and diabetes, and I can’t wait for you to hear their stories.",yes,Health
